timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1615701647166,246,Open_Item_Page-0,301,Moved Permanently,Thread Group 1-4,,true,,1429,485,10,10,http://demo.nopcommerce.com/lenovo-ideacentre-600-all-in-one-pc,246,0,0
1615701647412,848,Open_Item_Page-1,200,OK,Thread Group 1-4,text,true,,11730,751,10,10,https://demo.nopcommerce.com/lenovo-ideacentre-600-all-in-one-pc,847,0,0
1615701647166,1094,Open_Item_Page,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-4,,true,,13159,1236,10,10,null,246,0,0
1615701646486,1975,Open_Category_Page,200,OK,Thread Group 1-5,text,true,,9493,1186,10,10,https://demo.nopcommerce.com/notebooks,266,0,0
1615701646486,266,Open_Category_Page-0,301,Moved Permanently,Thread Group 1-5,,true,,1401,460,10,10,http://demo.nopcommerce.com/notebooks,266,0,0
1615701646752,1709,Open_Category_Page-1,200,OK,Thread Group 1-5,text,true,,8092,726,10,10,https://demo.nopcommerce.com/notebooks,1708,0,0
1615701646486,1975,Open_Category_Page,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-5,,true,,9493,1186,10,10,null,266,5,0
1615701647229,1626,Open_Computers_Page,200,OK,Thread Group 1-8,text,true,,7753,1168,10,10,https://demo.nopcommerce.com/computers,336,0,0
1615701647229,336,Open_Computers_Page-0,301,Moved Permanently,Thread Group 1-8,,true,,1399,451,10,10,http://demo.nopcommerce.com/computers,336,0,0
1615701647565,1290,Open_Computers_Page-1,200,OK,Thread Group 1-8,text,true,,6354,717,10,10,https://demo.nopcommerce.com/computers,1290,0,0
1615701647229,1626,Open_Computers_Page,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-8,,true,,7753,1168,10,10,null,336,5,0
1615701648158,934,Open_Main_Page,200,OK,Thread Group 1-9,text,true,,8802,1073,10,10,https://demo.nopcommerce.com/,336,0,0
1615701648158,336,Open_Main_Page-0,301,Moved Permanently,Thread Group 1-9,,true,,1400,403,10,10,http://demo.nopcommerce.com/,336,0,0
1615701648494,598,Open_Main_Page-1,200,OK,Thread Group 1-9,text,true,,7402,670,10,10,https://demo.nopcommerce.com/,598,0,0
1615701648158,934,Open_Main_Page,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-9,,true,,8802,1073,10,10,null,336,1,0
1615701648199,1174,Open_Item_Page,200,OK,Thread Group 1-6,text,true,,12348,1191,10,10,https://demo.nopcommerce.com/windows-8-pro,291,0,0
1615701648199,291,Open_Item_Page-0,301,Moved Permanently,Thread Group 1-6,,true,,1411,463,10,10,http://demo.nopcommerce.com/windows-8-pro,291,0,0
1615701648490,883,Open_Item_Page-1,200,OK,Thread Group 1-6,text,true,,10937,728,10,10,https://demo.nopcommerce.com/windows-8-pro,881,0,0
